59062
62382
73613
77969
48091
81539
71757
17121
79040
43630
112130
192443
129065
64563
24027
56422
30336
56709
38626
134604
63977
41976
182581
107567
77196
89695
77761
56201
90393
80999
43020
47088
75637
21707
14659
15095
5358
2127
1560
1681
1491
947
5508
683
1580
3317
3122
2615
274
391
257
11
12
11
17
16
17
20
18
22
1
1
1
2
2
1
1
1
2
1
1
1
1
2
1
1
1
1
2
1
1
2
2
1
1
1
1
3
3
3
47
714
1
101
576
196
